row	weekday	time	conf	national_tv	opp_win_p	opp_all_stars	win_p	attendance
9280	M	5:00 pm	Non-Conference	No	40% - 60%	1	0.37914179613310905	11037
9281	W	7:00 pm	conference	No	More than 60%	0	0.36333440590513033	16499
9282	Sa	7:00 pm	Non-Conference	No	40% - 60%	1	0.3646527313709188	14071
9283	Su	7:00 pm	conference	No	40% - 60%	2	0.5344360383216274	18020
9284	M	7:00 pm	Non-Conference	No	Less than 40%	1	0.40200948883623905	11679
9285	Tu	5:00 pm	conference	No	Less than 40%	1	0.45408844407757504	12676
9286	M	5:00 pm	Non-Conference	No	40% - 60%	0	0.4976150493431276	9964
9287	Fr	5:00 pm	conference	No	40% - 60%	0	0.5202971066739203	15552
9288	Sa	5:00 pm	Rivalry	No	40% - 60%	0	0.6199279411497178	21254
9289	W	5:00 pm	Non-Conference	No	Less than 40%	1	0.6760978649359327	10605
9290	Th	5:00 pm	Non-Conference	Yes	More than 60%	1	0.5436288387532375	13407
9291	W	7:00 pm	Non-Conference	No	More than 60%	1	0.484194644593862	14931
9292	Tu	2:00 pm	Non-Conference	No	40% - 60%	3	0.5329367918203419	12418
9293	Sa	5:00 pm	conference	No	40% - 60%	1	0.45938260570231126	16331
9294	M	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.2785041506660119	10057
9295	Fr	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.42981603411751085	11473
9296	Sa	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5305298824355774	12546
9297	Tu	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.4761509652171312	10028
9298	Su	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.50661612191511185	10208
9299	Su	7:00 pm	Rivalry	No	More than 60%	0	0.3742397560876531	23011
9300	Su	5:00 pm	conference	Yes	40% - 60%	2	0.5380772248308688	16252
9301	Sa	5:00 pm	Non-Conference	Yes	More than 60%	1	0.44144589424844954	13987
9302	Sa	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.6289509595873731	13393
9303	Th	7:00 pm	conference	Yes	Less than 40%	0	0.4498564699706617	12066
9304	Sa	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.3556010864457645	12474
9305	Th	7:00 pm	conference	Yes	40% - 60%	0	0.3045905977386035	13889
9306	Tu	5:00 pm	conference	No	40% - 60%	0	0.5104135585337796	13692
9307	Fr	5:00 pm	conference	Yes	40% - 60%	0	0.5293400401690076	14295
9308	Th	7:00 pm	Non-Conference	No	More than 60%	0	0.5270394801571733	13505
9309	M	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.44706628952215977	12081
9310	Fr	7:00 pm	Non-Conference	No	40% - 60%	3	0.6600007059115467	15794
9311	W	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.5632809752839846	9455
9312	Su	7:00 pm	Non-Conference	Yes	More than 60%	0	0.502063063704928	13231
9313	Fr	7:00 pm	Rivalry	No	More than 60%	0	0.5965782657172446	23688
9314	W	2:00 pm	Rivalry	No	Less than 40%	0	0.5705090552830044	14296
9315	Fr	2:00 pm	conference	Yes	Less than 40%	1	0.4864719834268404	11401
9316	M	7:00 pm	conference	No	40% - 60%	0	0.5604228676566368	14464
9317	Th	5:00 pm	conference	No	More than 60%	0	0.4974967453260052	17405
9318	W	7:00 pm	Non-Conference	No	Less than 40%	0	0.6278459434232149	11139
9319	Th	5:00 pm	conference	Yes	Less than 40%	0	0.4133457246167608	10680
9320	W	7:00 pm	Non-Conference	No	40% - 60%	0	0.4404293765585016	11271
9321	Tu	7:00 pm	conference	Yes	40% - 60%	0	0.3919618455040286	14450
9322	Tu	5:00 pm	conference	Yes	Less than 40%	1	0.4935291591195778	11784
9323	M	7:00 pm	Non-Conference	No	Less than 40%	0	0.6290997334164604	10471
9324	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	2	0.6478640481723078	11505
9325	Fr	2:00 pm	Non-Conference	No	40% - 60%	0	0.49498226513322346	9780
9326	Fr	5:00 pm	Non-Conference	No	More than 60%	2	0.5558999869584559	15695
9327	W	7:00 pm	conference	Yes	40% - 60%	0	0.4933552556423599	14561
9328	Su	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.4943837061097945	10992
9329	Fr	7:00 pm	conference	Yes	40% - 60%	1	0.5031683223090129	16567
9330	Tu	7:00 pm	Rivalry	No	More than 60%	0	0.5881243992445425	21914
9331	Th	7:00 pm	conference	No	40% - 60%	0	0.5115244965640898	14651
9332	W	5:00 pm	Non-Conference	Yes	More than 60%	0	0.37601617537319454	12082
9333	Fr	5:00 pm	Non-Conference	Yes	More than 60%	0	0.48267016520454525	12479
9334	Sa	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.6691436351597833	12800
9335	Sa	5:00 pm	Non-Conference	No	40% - 60%	1	0.46883330997980355	13322
9336	M	5:00 pm	conference	Yes	More than 60%	0	0.537407104450049	15705
9337	Sa	7:00 pm	conference	No	Less than 40%	1	0.5508037669586033	15856
9338	Th	2:00 pm	conference	Yes	More than 60%	0	0.6056075839788906	13215
9339	M	7:00 pm	Rivalry	No	40% - 60%	0	0.41214301714662754	19582
9340	W	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.5540378858482933	8677
9341	Th	7:00 pm	conference	No	Less than 40%	1	0.5631438858566364	14297
9342	Tu	5:00 pm	Non-Conference	No	40% - 60%	1	0.6418668185235812	11434
9343	Tu	2:00 pm	conference	Yes	Less than 40%	1	0.6748327134094255	10761
9344	Tu	7:00 pm	Rivalry	No	40% - 60%	0	0.5772272582267317	19479
9345	Fr	2:00 pm	conference	No	More than 60%	0	0.5122609539447215	15023
9346	M	2:00 pm	Non-Conference	Yes	40% - 60%	1	0.6102319777821501	8123
9347	Fr	7:00 pm	Non-Conference	No	40% - 60%	0	0.3113325290373607	12547
9348	W	7:00 pm	Non-Conference	Yes	More than 60%	0	0.5204041930385491	13060
9349	M	5:00 pm	Non-Conference	No	40% - 60%	2	0.4340313524182583	12921
9350	M	7:00 pm	Non-Conference	No	40% - 60%	1	0.48419713273768145	11927
9351	Su	7:00 pm	conference	Yes	More than 60%	0	0.46012179759075184	17480
9352	Th	7:00 pm	Non-Conference	Yes	Less than 40%	3	0.6532976522333753	12279
9353	M	7:00 pm	conference	Yes	Less than 40%	0	0.4254209487070941	11646
9354	W	7:00 pm	Rivalry	No	More than 60%	1	0.44686577620179724	22092
9355	Fr	7:00 pm	conference	Yes	Less than 40%	0	0.3026869030264288	12796
9356	M	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5714866065539436	11084
9357	Sa	5:00 pm	Non-Conference	No	Less than 40%	3	0.5966342643038824	14149
9358	Sa	5:00 pm	Non-Conference	Yes	More than 60%	0	0.3486533138867496	14090
9359	Fr	7:00 pm	Non-Conference	Yes	More than 60%	1	0.5029252234584971	13611
9360	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.439514140039698	13195
9361	Su	5:00 pm	Rivalry	Yes	More than 60%	1	0.43725571827023296	21929
9362	Su	7:00 pm	Non-Conference	No	More than 60%	2	0.41981353721450726	16039
9363	M	5:00 pm	Non-Conference	No	More than 60%	0	0.5962736430766828	13456
9364	Sa	7:00 pm	conference	No	More than 60%	1	0.4423679777615924	19887
9365	M	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.3650926837342699	9406
9366	Fr	5:00 pm	Non-Conference	No	More than 60%	2	0.30953310819704233	15662
9367	W	5:00 pm	Non-Conference	No	40% - 60%	3	0.44380008334371523	13403
9368	Su	7:00 pm	Non-Conference	No	40% - 60%	2	0.6092336311824686	15384
9369	Su	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.5430187346924233	13021
9370	W	7:00 pm	Non-Conference	No	More than 60%	1	0.35840354643836536	15048
9371	Su	2:00 pm	Non-Conference	No	More than 60%	1	0.4422714249943609	12287
9372	Su	5:00 pm	Non-Conference	No	More than 60%	1	0.679488577395552	14851
9373	Tu	2:00 pm	Non-Conference	No	Less than 40%	1	0.5586274198238513	7564
9374	Sa	7:00 pm	Non-Conference	No	Less than 40%	0	0.6593520006526343	11888
9375	Sa	2:00 pm	Non-Conference	Yes	More than 60%	1	0.5299441135070388	13917
9376	Su	5:00 pm	Non-Conference	No	40% - 60%	0	0.570015735580098	12256
9377	Th	5:00 pm	Non-Conference	No	Less than 40%	0	0.6880026618037618	9067
9378	Sa	7:00 pm	Non-Conference	No	40% - 60%	2	0.5303293314240296	16259
9379	Su	7:00 pm	Non-Conference	No	40% - 60%	0	0.44020024512888756	12087
9380	Sa	7:00 pm	conference	Yes	Less than 40%	0	0.4796804174900149	14822
9381	Th	7:00 pm	conference	No	40% - 60%	3	0.4992192724797991	17213
9382	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.44885975099431186	11221
9383	Fr	7:00 pm	conference	Yes	More than 60%	0	0.521942618111897	17479
9384	W	5:00 pm	Rivalry	Yes	Less than 40%	1	0.40973637511129823	17748
9385	Tu	7:00 pm	conference	No	More than 60%	0	0.2933618532420985	16811
9386	Tu	2:00 pm	conference	No	40% - 60%	1	0.6585112388769976	12368
9387	W	5:00 pm	Non-Conference	No	More than 60%	2	0.29740045558255623	14214
9388	Fr	5:00 pm	Non-Conference	No	Less than 40%	0	0.6926991020849528	10517
9389	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.4904641838497173	10643
9390	Tu	7:00 pm	Non-Conference	No	More than 60%	0	0.5935097413996466	13762
9391	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	2	0.40530550766513834	10290
9392	Fr	7:00 pm	Non-Conference	No	40% - 60%	0	0.5020373050153972	12506
9393	M	5:00 pm	Non-Conference	Yes	More than 60%	0	0.5117710216625231	10920
9394	Fr	7:00 pm	Non-Conference	No	More than 60%	1	0.5784202321418382	16390
9395	Sa	7:00 pm	conference	Yes	40% - 60%	0	0.5243556364933186	15199
9396	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.4101668894306505	12185
9397	Fr	7:00 pm	Non-Conference	No	40% - 60%	0	0.5037156964512235	13580
9398	Sa	7:00 pm	conference	Yes	Less than 40%	1	0.5719540281010218	15860
9399	Su	2:00 pm	Rivalry	Yes	More than 60%	1	0.5179023101962243	20615
9400	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.5072157637494769	9867
9401	Sa	5:00 pm	Non-Conference	No	More than 60%	0	0.5237600129433513	14049
9402	Su	5:00 pm	Non-Conference	No	More than 60%	2	0.4088559608265199	15273
9403	Fr	2:00 pm	conference	Yes	40% - 60%	3	0.5443273112738809	14397
9404	W	5:00 pm	Rivalry	Yes	40% - 60%	2	0.4386577216704695	19479
9405	M	2:00 pm	Non-Conference	Yes	40% - 60%	0	0.5492140409479415	8302
9406	M	5:00 pm	conference	No	More than 60%	3	0.6254328948094541	18539
9407	Su	7:00 pm	Non-Conference	No	More than 60%	1	0.47796316785144827	14949
9408	Su	7:00 pm	Non-Conference	No	Less than 40%	0	0.4567178400409189	9928
9409	M	5:00 pm	Non-Conference	Yes	Less than 40%	2	0.4578291813430791	9394
9410	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5537315200279109	13535
9411	Fr	7:00 pm	conference	No	Less than 40%	0	0.5974585844010026	14171
9412	Fr	7:00 pm	conference	No	40% - 60%	1	0.6408164515323449	17153
9413	W	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.4257923064466464	10274
9414	Sa	2:00 pm	conference	Yes	40% - 60%	0	0.35108748382449545	12989
9415	Tu	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.5546697724403487	10481
9416	Th	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.32646540433752913	11148
9417	Fr	5:00 pm	Non-Conference	No	40% - 60%	2	0.39915245452781734	13572
9418	Fr	7:00 pm	Rivalry	Yes	Less than 40%	0	0.5109233098706571	17954
9419	Sa	7:00 pm	Non-Conference	No	Less than 40%	1	0.5339373377679105	13427
9420	Su	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.5442868730789525	10491
9421	W	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.47103226030955314	10265
9422	Tu	2:00 pm	Rivalry	No	More than 60%	2	0.5086662997512462	21100
9423	W	2:00 pm	Non-Conference	Yes	40% - 60%	0	0.5155461530808775	8296
9424	W	5:00 pm	Non-Conference	Yes	More than 60%	0	0.415802970097227	12843
9425	Tu	7:00 pm	conference	No	More than 60%	1	0.5830331390804577	18020
9426	Th	7:00 pm	Non-Conference	Yes	More than 60%	0	0.4307386109802378	13512
9427	Th	5:00 pm	Non-Conference	No	More than 60%	0	0.5745205675402303	13770
9428	Sa	7:00 pm	Rivalry	No	More than 60%	0	0.5738614155054488	24322
9429	Th	7:00 pm	Non-Conference	No	More than 60%	0	0.4327041854052666	13692
9430	Su	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.5903018100558675	11412
9431	M	5:00 pm	Non-Conference	No	Less than 40%	1	0.5566514845805057	9290
9432	Fr	2:00 pm	Rivalry	Yes	Less than 40%	1	0.36217397444056953	16318
9433	Th	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5602939299304898	11133
9434	Th	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.53129954459378	11041
9435	Sa	5:00 pm	Non-Conference	No	More than 60%	1	0.5099596258891289	16309
9436	Sa	7:00 pm	Non-Conference	No	More than 60%	0	0.5905442737439727	16437
9437	M	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.49601760826154356	7722
9438	M	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.4994543504196703	7677
9439	Tu	5:00 pm	Non-Conference	No	40% - 60%	0	0.37404726605208904	11442
9440	Fr	5:00 pm	conference	Yes	40% - 60%	0	0.5263552389701626	15132
9441	Su	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.4942585916360292	12833
9442	M	7:00 pm	Non-Conference	No	40% - 60%	1	0.48579567393565853	12059
9443	Sa	7:00 pm	conference	No	40% - 60%	0	0.5298667337482201	15980
9444	M	7:00 pm	conference	No	40% - 60%	0	0.4782507777964537	14382
9445	W	5:00 pm	Non-Conference	Yes	More than 60%	0	0.5819549239976178	12135
9446	M	7:00 pm	conference	Yes	Less than 40%	1	0.5026907618914375	13333
9447	Tu	5:00 pm	Non-Conference	Yes	More than 60%	0	0.20742583332542092	12825
9448	W	2:00 pm	Non-Conference	No	40% - 60%	1	0.37990612025588294	10112
9449	Th	7:00 pm	conference	Yes	40% - 60%	1	0.5772268369365774	14849
9450	Th	7:00 pm	conference	Yes	40% - 60%	1	0.5553092889439792	15891
9451	Su	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.5814244562077655	11704
9452	Th	5:00 pm	Non-Conference	Yes	Less than 40%	2	0.5783710763729929	10042
9453	Fr	7:00 pm	Non-Conference	Yes	More than 60%	0	0.419421065860927	13814
9454	M	7:00 pm	Non-Conference	Yes	More than 60%	0	0.4962512637551218	13957
9455	Fr	7:00 pm	conference	No	40% - 60%	1	0.40984448113521266	16510
9456	M	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.4260474280689719	8199
9457	Sa	7:00 pm	Non-Conference	Yes	Less than 40%	2	0.5891174057006947	13122
9458	Tu	2:00 pm	Non-Conference	Yes	40% - 60%	3	0.6027278821477298	10669
9459	M	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.42322812330324416	9832
9460	Th	7:00 pm	conference	No	More than 60%	0	0.5866628145931916	16390
9461	Sa	7:00 pm	conference	Yes	Less than 40%	1	0.2665131362783452	14382
9462	M	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.5392456303529837	9728
9463	M	7:00 pm	Rivalry	No	40% - 60%	2	0.5481022778603066	21612
9464	M	5:00 pm	conference	Yes	Less than 40%	1	0.5262625615996364	12376
9465	W	7:00 pm	Rivalry	No	Less than 40%	1	0.4606299949006209	18574
9466	Th	7:00 pm	Rivalry	Yes	Less than 40%	0	0.566236464750553	17094
9467	W	7:00 pm	conference	Yes	40% - 60%	0	0.38942716810798844	13695
9468	M	5:00 pm	conference	No	Less than 40%	0	0.5122277543751217	11920
9469	M	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.5895847131415044	10574
9470	Tu	2:00 pm	Non-Conference	No	Less than 40%	1	0.42952463782299644	7890
9471	Fr	7:00 pm	Rivalry	Yes	40% - 60%	0	0.5527197924590356	20746
9472	Th	5:00 pm	conference	No	40% - 60%	0	0.5556338466657805	14096
9473	Sa	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.3529671687644199	12806
9474	Th	5:00 pm	conference	No	40% - 60%	0	0.5653026810813154	14071
9475	M	7:00 pm	Non-Conference	Yes	More than 60%	2	0.5420626150641764	14899
9476	Fr	2:00 pm	conference	Yes	More than 60%	0	0.7286677531891506	14505
9477	Fr	5:00 pm	conference	Yes	Less than 40%	1	0.5401255583069512	13652
9478	Fr	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.5774945366470682	10228
9479	Th	2:00 pm	conference	Yes	More than 60%	2	0.48700134490199487	14614
9480	Th	7:00 pm	conference	No	More than 60%	0	0.593526440855453	17211
9481	Tu	7:00 pm	Non-Conference	No	Less than 40%	0	0.432820897176808	8668
9482	M	5:00 pm	Non-Conference	No	40% - 60%	3	0.49243313546185563	14680
9483	Su	5:00 pm	conference	No	Less than 40%	2	0.5426112056257231	15469
9484	Tu	5:00 pm	conference	No	40% - 60%	0	0.42110229469297505	13956
9485	Su	5:00 pm	conference	Yes	40% - 60%	0	0.37747511119492305	15035
9486	Sa	5:00 pm	Non-Conference	No	More than 60%	1	0.6274066342792991	14913
9487	Sa	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.7077020186556184	11438
9488	Fr	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.4001337776199126	11913
9489	M	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.5610831460956902	10115
9490	Su	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5915413768742934	14343
9491	Tu	5:00 pm	conference	Yes	40% - 60%	0	0.5613975071744385	13454
9492	Th	5:00 pm	conference	Yes	More than 60%	0	0.4547845646788034	16407
9493	M	7:00 pm	Non-Conference	No	40% - 60%	0	0.4236195173199526	11324
9494	W	5:00 pm	Non-Conference	No	More than 60%	0	0.5347819693291511	12969
9495	Sa	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.47125354877789216	13829
9496	Tu	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.47854168623896115	9427
9497	Fr	5:00 pm	conference	No	Less than 40%	0	0.3392993317150851	12206
9498	Sa	7:00 pm	Non-Conference	No	40% - 60%	0	0.5484682722130788	14001
9499	W	7:00 pm	conference	No	Less than 40%	0	0.5421037523606382	12985
9500	M	7:00 pm	conference	Yes	40% - 60%	0	0.42341129878993927	14446
9501	Th	5:00 pm	Non-Conference	No	Less than 40%	0	0.35991806307021534	7952
9502	W	7:00 pm	Non-Conference	No	40% - 60%	1	0.6941907921373329	12448
9503	Su	7:00 pm	Non-Conference	Yes	More than 60%	1	0.41834047778371675	15578
9504	Th	7:00 pm	conference	Yes	Less than 40%	2	0.563670941084309	13662
9505	M	7:00 pm	Non-Conference	Yes	More than 60%	1	0.4697479912120739	14201
9506	M	7:00 pm	Non-Conference	No	40% - 60%	0	0.5458363964272974	11734
9507	Th	5:00 pm	conference	No	More than 60%	2	0.3948435503513578	17395
9508	W	7:00 pm	Non-Conference	No	40% - 60%	0	0.5887273133073202	11399
9509	Tu	5:00 pm	conference	No	Less than 40%	0	0.3724277523761088	11385
9510	Fr	7:00 pm	conference	Yes	40% - 60%	1	0.5696411877957126	16031
9511	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5648984706402437	11252
9512	M	5:00 pm	Non-Conference	Yes	More than 60%	1	0.4337447247768722	13040
9513	Su	7:00 pm	conference	Yes	Less than 40%	0	0.6060643328098887	13972
9514	Th	7:00 pm	Non-Conference	No	More than 60%	1	0.5381080918995762	14778
9515	Su	7:00 pm	conference	Yes	More than 60%	2	0.34871725497535144	18678
9516	Fr	7:00 pm	Non-Conference	No	More than 60%	0	0.5949243720227213	16087
9517	W	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.48678716944877254	12339
9518	Su	5:00 pm	conference	No	More than 60%	0	0.509880504606081	17494
9519	Su	7:00 pm	Non-Conference	Yes	More than 60%	0	0.4121414786813715	14123
9520	Tu	7:00 pm	conference	Yes	40% - 60%	0	0.6024555924885943	14272
9521	W	5:00 pm	conference	Yes	40% - 60%	1	0.6083421962305852	14096
9522	Th	7:00 pm	conference	Yes	Less than 40%	0	0.5573300021639923	11810
9523	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.3394632411030194	11287
9524	Su	7:00 pm	conference	No	Less than 40%	1	0.5680270144733685	15219
9525	Tu	5:00 pm	Non-Conference	No	Less than 40%	1	0.5440078254452174	9898
9526	M	7:00 pm	Rivalry	No	More than 60%	0	0.6584076025702966	21841
9527	Th	2:00 pm	Non-Conference	No	40% - 60%	0	0.49372718587167586	8613
9528	Th	7:00 pm	conference	Yes	Less than 40%	0	0.3877357973851435	11074
9529	Fr	5:00 pm	conference	Yes	Less than 40%	1	0.6652724090730222	12652
9530	Th	7:00 pm	conference	Yes	Less than 40%	0	0.5525695756618942	12047
9531	Fr	7:00 pm	Rivalry	No	Less than 40%	0	0.6630631033249996	19104
9532	W	2:00 pm	Rivalry	Yes	Less than 40%	0	0.3920528088543389	15076
9533	Tu	5:00 pm	Non-Conference	No	Less than 40%	1	0.4848163959333199	10052
9534	Tu	5:00 pm	conference	Yes	40% - 60%	1	0.6487746193244266	14460
9535	Su	7:00 pm	conference	Yes	Less than 40%	0	0.6242046924706927	14004
9536	Tu	7:00 pm	Non-Conference	No	40% - 60%	2	0.4944570165800915	13891
9537	Su	2:00 pm	conference	No	More than 60%	0	0.4886219554956705	15054
9538	W	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.46530960186930687	11137
9539	Th	5:00 pm	conference	Yes	More than 60%	2	0.5567997521643465	17420
9540	W	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.4701373079626757	11654
9541	Su	5:00 pm	conference	Yes	More than 60%	0	0.46781115253357025	16000
9542	Sa	5:00 pm	Non-Conference	No	Less than 40%	0	0.4848755261490995	10811
9543	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.44299490087322746	12009
9544	Su	2:00 pm	conference	No	40% - 60%	0	0.39982765064518266	12486
9545	M	7:00 pm	Non-Conference	No	40% - 60%	1	0.47805579172721113	11540
9546	Su	7:00 pm	conference	Yes	More than 60%	1	0.7081671624229986	18109
9547	M	7:00 pm	conference	No	Less than 40%	0	0.4580625614031856	12615
9548	Sa	7:00 pm	Rivalry	Yes	More than 60%	1	0.5177033085604981	24754
9549	Fr	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.5779567492533655	10727
9550	Fr	7:00 pm	conference	No	Less than 40%	0	0.4094170732224379	13972
9551	Su	7:00 pm	conference	No	40% - 60%	0	0.4843458628747373	15412
9552	Sa	7:00 pm	conference	Yes	More than 60%	1	0.3675484143079616	19378
9553	W	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.47234428994086153	12811
9554	M	5:00 pm	Non-Conference	Yes	Less than 40%	3	0.6395730662043086	11627
9555	Sa	7:00 pm	Non-Conference	No	More than 60%	2	0.49987444466284525	17743
9556	Sa	7:00 pm	conference	No	40% - 60%	1	0.4490801962341304	17476
9557	Fr	7:00 pm	Non-Conference	Yes	More than 60%	1	0.33861560455960826	14325
9558	M	5:00 pm	conference	No	Less than 40%	2	0.6108678507176287	14355
9559	W	2:00 pm	Non-Conference	Yes	More than 60%	1	0.38382474589016025	10904
9560	Fr	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5015229033906714	13983
9561	M	7:00 pm	conference	Yes	More than 60%	1	0.4732871360964865	17252
9562	Fr	5:00 pm	Rivalry	Yes	More than 60%	2	0.651333019493026	24635
9563	W	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.5831568075266791	9607
9564	Th	7:00 pm	Rivalry	Yes	More than 60%	1	0.5765760408374504	21418
9565	Su	7:00 pm	Rivalry	No	Less than 40%	1	0.406819222547129	19199
9566	Sa	7:00 pm	Non-Conference	No	40% - 60%	0	0.3398632698175147	13177
9567	Tu	7:00 pm	Rivalry	No	Less than 40%	1	0.43478542442077667	19299
9568	M	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.5553850873234986	8795
9569	Sa	7:00 pm	Non-Conference	No	Less than 40%	0	0.37206351283096817	12077
9570	Su	7:00 pm	Non-Conference	No	Less than 40%	0	0.5886300027529177	11033
9571	Th	7:00 pm	Non-Conference	Yes	More than 60%	0	0.6353062978514132	13712
9572	Th	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.48347520330215477	10866
9573	Th	5:00 pm	conference	Yes	40% - 60%	1	0.4692222351203591	14420
9574	Fr	7:00 pm	conference	Yes	Less than 40%	1	0.6049799950152399	15155
9575	M	7:00 pm	Non-Conference	Yes	More than 60%	0	0.4739448886006012	13874
9576	Th	5:00 pm	conference	No	More than 60%	0	0.5387620197041691	15540
9577	M	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.6675708919000538	11356
9578	Su	5:00 pm	conference	No	Less than 40%	0	0.45745400297653316	12307
9579	Su	2:00 pm	Non-Conference	No	More than 60%	0	0.5768758068755372	11655
9580	Th	5:00 pm	Non-Conference	No	More than 60%	0	0.35636341801999993	12517
9581	Tu	5:00 pm	Non-Conference	No	40% - 60%	1	0.5857857630802434	12203
9582	Fr	2:00 pm	Non-Conference	Yes	40% - 60%	1	0.516002706509923	10450
9583	Th	7:00 pm	Non-Conference	No	40% - 60%	0	0.66708940015195906	12813
9584	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5589033504667146	11148
9585	Th	5:00 pm	conference	No	40% - 60%	0	0.3939692406092358	13262
9586	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5247044901446332	12169
9587	Fr	5:00 pm	conference	No	More than 60%	2	0.4781554314720028	18801
9588	Th	7:00 pm	conference	No	More than 60%	1	0.3125994800274608	16348
9589	M	5:00 pm	Rivalry	No	40% - 60%	2	0.5214082545348764	20895
9590	Th	5:00 pm	conference	No	More than 60%	1	0.42621030438442103	16465
9591	Sa	5:00 pm	Non-Conference	Yes	More than 60%	1	0.32769453263384485	14850
9592	W	5:00 pm	Non-Conference	Yes	40% - 60%	3	0.39925465020160245	13673
9593	Sa	7:00 pm	conference	Yes	More than 60%	0	0.5364044555631025	17995
9594	Fr	7:00 pm	Rivalry	No	More than 60%	1	0.48490130585137564	23744
9595	Th	7:00 pm	Non-Conference	No	Less than 40%	1	0.46531415607169674	11087
9596	Sa	7:00 pm	Non-Conference	No	40% - 60%	0	0.32368652868937187	13333
9597	Tu	5:00 pm	conference	Yes	40% - 60%	2	0.5105927957056995	15304
9598	Th	5:00 pm	Non-Conference	Yes	More than 60%	0	0.5929007358402012	12629
9599	Th	5:00 pm	conference	Yes	40% - 60%	0	0.5012526165978495	13208
9600	W	7:00 pm	Rivalry	No	More than 60%	0	0.6589311220216619	21834
9601	M	5:00 pm	Non-Conference	Yes	More than 60%	0	0.5402642585682405	11495
9602	Su	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.4527909803803235	13703
9603	M	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.36247821207827374	10529
9604	Th	5:00 pm	conference	No	More than 60%	0	0.5819122239814133	16297
9605	Th	5:00 pm	conference	Yes	Less than 40%	2	0.49643351564366217	13267
9606	Tu	2:00 pm	Non-Conference	Yes	40% - 60%	0	0.5005325905884784	7802
9607	Sa	5:00 pm	conference	Yes	40% - 60%	0	0.5198529033195793	14431
9608	Th	5:00 pm	conference	No	40% - 60%	2	0.42280447342440874	16121
